"NAME_0","Binomial","CommonName","Virus","VirusGenus","VirusFamily","GID_0","in_dama"
"New Zealand","Dama dama","Fallow Deer","Deer faeces associated circular DNA virus 1",NA,NA,"NZL","Y"
"New Zealand","Oryctolagus cuniculus","European Rabbit","Rabbit calicivirus Australia 1","Lagovirus","Caliciviridae","NZL","Y"
"New Zealand","Lepus europaeus","European Hare","Porcine stool-associated circular virus","Porprismacovirus","Smacoviridae","NZL","Y"
"New Zealand","Oryctolagus cuniculus","European Rabbit","Rabbit hemorrhagic disease virus","Lagovirus","Caliciviridae","NZL","Y"
"New Zealand","Lepus europaeus","European Hare","Sewage associated gemycircularvirus 3","Gemykibivirus","Genomoviridae","NZL","Y"
"Norway","Ovibos moschatus","Muskox","Orf virus","Parapoxvirus","Poxviridae","NOR","Y"
"Norway","Neovison vison","American Mink","Aleutian mink disease parvovirus","Amdoparvovirus","Parvoviridae","NOR","Y"
"Norway","Neovison vison","American mink","Aleutian mink disease parvovirus","Amdoparvovirus","Parvoviridae","NOR","Y"
"Norway","Ovibos moschatus","Muskox","Musk ox parapoxvirus","Parapoxvirus","Poxviridae","NOR","Y"
"Poland","Nyctereutes procyonoides","Raccoon Dog","Lyssavirus rabies","Lyssavirus","Rhabdoviridae","POL","Y"
"Poland","Oryctolagus cuniculus","European Rabbit","Rabbit hemorrhagic disease virus","Lagovirus","Caliciviridae","POL","Y"
"Poland","Neovison vison","American Mink","Mamastrovirus 10","Mamastrovirus","Astroviridae","POL","Y"
"Poland","Oryctolagus cuniculus","European Rabbit","Myxoma virus","Leporipoxvirus","Poxviridae","POL","Y"
"Poland","Neovison vison","American mink","Mamastrovirus 10","Mamastrovirus","Astroviridae","POL","Y"
"Poland","Neovison vison","American Mink","Aleutian mink disease parvovirus","Amdoparvovirus","Parvoviridae","POL","Y"
"Poland","Neovison vison","American mink","Aleutian mink disease parvovirus","Amdoparvovirus","Parvoviridae","POL","Y"
"Portugal","Genetta genetta","Common Genet","Protoparvovirus sp.","Protoparvovirus","Parvoviridae","PRT","Y"
"Portugal","Genetta genetta","Common Genet","Protoparvovirus sp.","Protoparvovirus","Parvoviridae","PRT","Y"
"Portugal","Dama dama","Fallow Deer","Paslahepevirus balayani","Paslahepevirus","Hepeviridae","PRT","Y"
"Portugal","Dama dama","Fallow Deer","Paslahepevirus balayani","Paslahepevirus","Hepeviridae","PRT","Y"
"Puerto Rico","Macaca mulatta","Rhesus Monkey","Macaca mulatta rhadinovirus","Rhadinovirus","Orthoherpesviridae","PRI","Y"
"Reunion","Oryctolagus cuniculus","European Rabbit","Rabbit hemorrhagic disease virus","Lagovirus","Caliciviridae","REU","Y"
"Reunion","Suncus murinus","House Shrew","Soricidae paramyxovirus",NA,"Paramyxoviridae","REU","Y"
"Reunion","Suncus murinus","House Shrew","Astrovirus sp.",NA,"Astroviridae","REU","Y"
"Romania","Oryctolagus cuniculus","European Rabbit","Rabbit hemorrhagic disease virus","Lagovirus","Caliciviridae","ROU","Y"
"Russia","Procyon lotor","Northen Raccoon","Lyssavirus rabies","Lyssavirus","Rhabdoviridae","RUS","Y"
"Russia","Procyon lotor","Northen Raccoon","Lyssavirus rabies","Lyssavirus","Rhabdoviridae","RUS","Y"
"Russia","Oryctolagus cuniculus","European Rabbit","Hepatitis E virus",NA,"Hepeviridae","RUS","Y"
"Russia","Oryctolagus cuniculus","European Rabbit","Hepatitis E virus",NA,"Hepeviridae","RUS","Y"
"Russia","Oryctolagus cuniculus","European Rabbit","Myxoma virus","Leporipoxvirus","Poxviridae","RUS","Y"
